# value sigma label
1.380656   0.000012   NPL-79
1.3806501  0.0000025  NIST-88
1.3806497  0.0000038  LNE-09
1.3806498  0.0000044  NPL-10
1.380641   0.000010   INRIM-10
1.3806477  0.0000019  LNE-11
1.3806477  0.0000051  NIM-13
1.3806476  0.0000012  NPL-13
1.3806509  0.0000055  PTB-15
1.3806487  0.0000014  LNE-15
1.3806513  0.0000053  NIM-NIST-15
